movement_id,product_id,movement_type,quantity,movement_date
M009755,P073,IN,97,2025-06-02
M009756,P002,IN,169,2025-07-30
M009757,P006,OUT,137,2025-11-01
M009758,P046,OUT,41,2025-04-19
M009759,P043,OUT,91,2025-06-22
M009760,P057,OUT,108,2025-03-30
M009761,P027,IN,140,2025-10-08
M009762,P085,OUT,131,2025-03-22
M009763,P078,IN,42,2025-04-05
M009764,P019,OUT,164,2026-02-24
M009765,P002,OUT,5,2025-05-19
M009766,P089,IN,3,2025-07-20
M009767,P046,IN,191,2025-03-30
M009768,P012,OUT,194,2025-11-18
M009769,P001,OUT,137,2026-01-23
M009770,P038,OUT,86,2025-07-09
M009771,P085,OUT,120,2025-06-29
M009772,P009,IN,141,2026-02-09
M009773,P008,IN,27,2025-07-19
M009774,P045,OUT,180,2026-01-11
M009775,P091,IN,147,2025-09-28
M009776,P028,OUT,169,2025-04-18
M009777,P041,IN,182,2025-06-12
M009778,P091,OUT,28,2025-11-09
M009779,P008,IN,113,2025-04-11
M009780,P096,IN,92,2025-06-04
M009781,P010,OUT,138,2026-03-03
M009782,P100,OUT,70,2025-09-01
M009783,P092,OUT,177,2025-09-19
M009784,P063,IN,74,2025-04-27
M009785,P001,IN,107,2025-11-27
M009786,P038,OUT,176,2025-12-21
M009787,P034,OUT,144,2025-08-13
M009788,P092,OUT,131,2026-01-31
M009789,P087,OUT,71,2025-03-29
M009790,P026,IN,99,2025-05-15
M009791,P086,IN,170,2026-02-17
M009792,P001,OUT,119,2025-03-28
M009793,P038,OUT,30,2025-11-11
M009794,P030,OUT,185,2025-09-26
M009795,P064,OUT,29,2026-02-25
M009796,P028,IN,184,2025-04-27
M009797,P072,IN,34,2026-02-25
M009798,P079,OUT,114,2025-08-27
M009799,P045,OUT,66,2025-07-07
M009800,P074,IN,87,2025-12-03
M009801,P089,IN,196,2025-08-08
M009802,P013,OUT,159,2025-08-18
M009803,P064,OUT,131,2026-01-24
M009804,P059,OUT,167,2025-06-04
M009805,P033,OUT,124,2025-03-19
M009806,P045,OUT,38,2026-01-27
M009807,P098,OUT,195,2025-11-16
M009808,P099,OUT,24,2025-04-13
M009809,P083,IN,88,2025-07-08
M009810,P097,IN,78,2025-04-05
M009811,P027,IN,9,2025-06-09
M009812,P017,IN,69,2025-05-11
M009813,P049,IN,111,2025-04-21
M009814,P049,OUT,142,2025-08-28
M009815,P053,OUT,157,2025-03-17
M009816,P054,OUT,142,2025-11-15
M009817,P099,IN,86,2025-08-28
M009818,P084,IN,143,2025-10-03
M009819,P060,IN,93,2025-07-01
M009820,P081,IN,21,2025-05-20
M009821,P022,OUT,145,2025-07-20
M009822,P027,OUT,113,2025-10-17
M009823,P040,OUT,179,2026-01-29
M009824,P051,IN,180,2025-03-13
M009825,P033,OUT,117,2025-05-30
M009826,P017,OUT,175,2025-11-19
M009827,P082,IN,122,2025-04-22
M009828,P039,IN,41,2026-02-16
M009829,P019,IN,143,2025-10-29
M009830,P053,OUT,23,2026-02-04
M009831,P043,OUT,88,2025-07-04
M009832,P024,IN,11,2025-04-18
M009833,P075,OUT,174,2025-05-07
M009834,P079,OUT,162,2025-12-19
M009835,P019,IN,173,2026-02-08
M009836,P026,OUT,9,2025-10-30
M009837,P021,IN,63,2026-02-08
M009838,P037,IN,109,2026-02-13
M009839,P011,OUT,87,2026-02-08
M009840,P076,IN,171,2025-08-02
M009841,P060,OUT,85,2026-01-19
M009842,P061,OUT,80,2025-07-05
M009843,P055,IN,104,2025-07-24
M009844,P002,IN,50,2025-04-13
M009845,P073,OUT,97,2025-09-17
M009846,P044,IN,51,2025-09-02
M009847,P057,IN,101,2026-01-06
M009848,P086,IN,127,2025-11-30
M009849,P057,OUT,175,2025-12-15
M009850,P057,IN,104,2025-09-23
M009851,P037,OUT,8,2025-08-22
M009852,P067,OUT,118,2025-08-18
M009853,P085,OUT,113,2025-06-28
M009854,P027,OUT,165,2025-07-15
M009855,P009,IN,67,2025-10-24
M009856,P042,OUT,103,2025-08-28
M009857,P039,IN,79,2025-11-18
M009858,P046,IN,46,2025-04-25
M009859,P074,IN,175,2025-04-18
M009860,P065,IN,13,2025-09-22
M009861,P012,IN,132,2025-12-31
M009862,P009,IN,6,2025-08-15
M009863,P084,OUT,75,2026-02-10
M009864,P084,OUT,188,2025-12-12
M009865,P059,OUT,109,2026-02-20
M009866,P051,IN,9,2025-10-12
M009867,P081,IN,120,2025-06-12
M009868,P046,IN,180,2025-04-11
M009869,P095,IN,4,2025-07-25
M009870,P094,OUT,40,2025-10-20
M009871,P008,OUT,45,2026-03-07
M009872,P032,OUT,129,2025-09-02
M009873,P071,IN,197,2026-02-10
M009874,P039,OUT,87,2025-05-28
M009875,P082,OUT,6,2025-03-16
M009876,P055,IN,75,2025-05-05
M009877,P093,IN,159,2026-01-18
M009878,P075,OUT,144,2025-06-27
M009879,P045,OUT,49,2026-02-02
M009880,P078,OUT,188,2026-02-13
M009881,P067,OUT,200,2025-09-20
M009882,P097,OUT,108,2025-12-18
M009883,P051,IN,36,2025-04-12
M009884,P094,OUT,62,2025-04-15
M009885,P099,OUT,133,2025-11-23
M009886,P046,OUT,25,2025-03-23
M009887,P083,IN,84,2025-10-03
M009888,P051,OUT,90,2025-08-07
M009889,P028,IN,177,2025-11-19
M009890,P036,IN,109,2025-09-16
M009891,P062,OUT,56,2025-10-21
M009892,P065,OUT,184,2025-10-13
M009893,P014,IN,159,2025-05-14
M009894,P024,IN,39,2025-04-08
M009895,P066,IN,44,2025-07-09
M009896,P063,OUT,191,2025-09-03
M009897,P085,OUT,68,2025-03-14
M009898,P056,IN,136,2025-09-28
M009899,P083,IN,92,2025-05-21
M009900,P078,OUT,75,2026-01-02
M009901,P016,OUT,187,2025-10-09
M009902,P054,IN,5,2025-12-04
M009903,P083,IN,15,2025-03-14
M009904,P089,OUT,45,2025-12-22
M009905,P001,OUT,53,2025-10-11
M009906,P012,OUT,121,2025-08-06
M009907,P074,IN,45,2025-08-18
M009908,P016,OUT,90,2025-07-07
M009909,P061,IN,103,2025-07-31
M009910,P079,OUT,69,2025-10-27
M009911,P086,IN,39,2025-04-09
M009912,P099,IN,106,2026-02-25
M009913,P067,OUT,86,2026-02-13
M009914,P031,IN,85,2025-03-20
M009915,P075,IN,17,2026-02-26
M009916,P086,OUT,106,2025-06-24
M009917,P050,IN,67,2025-07-29
M009918,P012,IN,109,2026-01-15
M009919,P045,IN,6,2026-02-07
M009920,P049,OUT,73,2025-07-29
M009921,P042,IN,18,2025-10-13
M009922,P009,OUT,54,2025-10-04
M009923,P081,OUT,136,2025-06-03
M009924,P093,OUT,153,2025-09-08
M009925,P064,OUT,27,2025-03-09
M009926,P032,IN,162,2025-11-15
M009927,P052,OUT,193,2025-12-23
M009928,P045,IN,39,2025-03-27
M009929,P093,OUT,26,2025-09-20
M009930,P084,OUT,140,2025-12-01
M009931,P042,IN,92,2025-06-09
M009932,P074,OUT,75,2025-10-08
M009933,P062,IN,17,2026-02-28
M009934,P003,OUT,161,2025-07-15
M009935,P041,IN,185,2025-06-23
M009936,P090,OUT,80,2025-07-20
M009937,P065,IN,93,2025-09-18
M009938,P004,IN,17,2025-07-22
M009939,P017,OUT,139,2025-12-07
M009940,P071,IN,40,2025-10-01
M009941,P045,IN,53,2025-03-15
M009942,P045,OUT,164,2025-11-11
M009943,P072,IN,93,2026-02-24
M009944,P099,OUT,157,2025-11-26
M009945,P016,IN,13,2025-12-08
M009946,P005,OUT,72,2025-05-15
M009947,P022,OUT,79,2025-11-26
M009948,P031,OUT,165,2025-12-26
M009949,P070,IN,163,2025-08-28
M009950,P053,OUT,194,2025-03-11
M009951,P081,IN,193,2025-04-15
M009952,P064,IN,150,2025-05-25
M009953,P023,IN,179,2026-03-06
M009954,P014,OUT,140,2025-04-02
M009955,P051,OUT,22,2025-06-12
M009956,P097,OUT,135,2025-10-03
M009957,P006,IN,137,2026-01-17
M009958,P050,OUT,80,2025-04-03
M009959,P030,IN,71,2025-11-09
M009960,P092,IN,22,2025-10-31
M009961,P051,OUT,68,2026-01-12
M009962,P078,OUT,30,2026-01-09
M009963,P022,OUT,174,2026-02-03
M009964,P008,OUT,97,2026-01-28
M009965,P082,IN,91,2026-01-22
M009966,P038,OUT,74,2025-09-17
M009967,P044,IN,9,2025-12-18
M009968,P044,OUT,74,2025-06-02
M009969,P075,IN,104,2025-09-15
M009970,P085,IN,192,2025-09-01
M009971,P078,OUT,8,2025-06-22
M009972,P043,IN,26,2026-01-21
M009973,P097,OUT,48,2025-07-13
M009974,P001,IN,184,2025-12-20
M009975,P041,IN,65,2025-08-01
M009976,P026,OUT,43,2025-08-07
M009977,P031,OUT,156,2026-01-22
M009978,P033,OUT,110,2026-01-24
M009979,P026,IN,143,2025-05-17
M009980,P084,OUT,172,2025-03-27
M009981,P097,IN,58,2025-05-17
M009982,P062,OUT,66,2025-10-03
M009983,P028,IN,56,2025-10-29
M009984,P077,IN,87,2025-11-20
M009985,P052,OUT,24,2026-02-20
M009986,P061,OUT,64,2025-09-30
M009987,P014,IN,164,2026-02-02
M009988,P021,IN,137,2025-03-25
M009989,P052,IN,132,2025-04-05
M009990,P083,IN,128,2025-03-29
M009991,P087,OUT,134,2025-10-26
M009992,P048,IN,51,2025-10-12
M009993,P018,IN,146,2025-10-06
M009994,P051,OUT,70,2026-01-25
M009995,P010,IN,21,2025-07-14
M009996,P054,IN,159,2026-02-11
M009997,P068,OUT,199,2025-04-26
M009998,P053,OUT,79,2025-10-27
M009999,P017,IN,143,2025-10-10
M010000,P021,IN,36,2025-03-10
M010001,P036,IN,61,2025-12-14
M010002,P033,IN,87,2025-12-21
M010003,P015,IN,6,2025-04-10
M010004,P015,IN,68,2025-09-25
M010005,P038,OUT,178,2025-10-07
M010006,P081,IN,42,2025-05-01
M010007,P070,OUT,69,2026-01-31
M010008,P017,IN,12,2026-02-27
M010009,P072,IN,119,2025-07-02
M010010,P098,IN,41,2025-10-14
M010011,P067,IN,1,2025-06-05
M010012,P024,IN,124,2025-09-26
M010013,P072,IN,23,2025-07-09
M010014,P018,OUT,108,2025-03-23
M010015,P074,IN,88,2026-02-04
M010016,P069,IN,13,2026-02-01
M010017,P020,IN,177,2025-08-24
M010018,P005,IN,110,2026-02-07
M010019,P005,IN,65,2025-07-28
M010020,P010,OUT,185,2026-02-12
M010021,P090,OUT,65,2026-02-18
M010022,P055,IN,181,2026-03-01
M010023,P034,OUT,79,2025-05-06
M010024,P004,IN,172,2025-04-28
M010025,P060,IN,174,2025-07-23
M010026,P035,IN,180,2025-08-03
M010027,P086,IN,196,2025-09-23
M010028,P004,IN,165,2025-04-23
M010029,P073,OUT,154,2025-03-27
M010030,P032,IN,24,2025-06-02
M010031,P057,IN,194,2025-08-14
M010032,P073,OUT,101,2026-01-30
M010033,P096,IN,59,2025-04-12
M010034,P017,OUT,66,2025-05-18
M010035,P029,OUT,83,2026-03-03
M010036,P092,OUT,20,2026-01-20
M010037,P040,OUT,35,2025-04-01
M010038,P078,OUT,148,2025-04-25
M010039,P050,OUT,131,2025-10-01
M010040,P018,IN,46,2025-06-13
M010041,P030,OUT,13,2026-01-11
M010042,P092,IN,195,2025-12-27
M010043,P048,OUT,70,2025-09-10
M010044,P018,IN,121,2025-10-27
M010045,P042,OUT,188,2026-01-20
M010046,P098,IN,154,2025-03-22
M010047,P100,IN,151,2025-03-26
M010048,P015,OUT,46,2025-11-03
M010049,P035,IN,116,2025-12-08
M010050,P072,OUT,86,2025-11-26
M010051,P069,OUT,11,2025-11-10
M010052,P025,OUT,14,2025-07-25
M010053,P088,OUT,24,2025-10-07
M010054,P014,OUT,162,2026-02-02
M010055,P099,OUT,144,2025-11-24
M010056,P058,IN,129,2025-10-29
M010057,P021,OUT,101,2025-05-12
M010058,P038,IN,44,2026-02-16
M010059,P097,OUT,106,2025-12-15
M010060,P032,OUT,190,2025-08-05
M010061,P026,OUT,142,2025-03-27
M010062,P045,IN,124,2026-01-22
M010063,P044,OUT,196,2025-04-14
M010064,P033,IN,140,2025-06-05
M010065,P007,IN,56,2025-03-23
M010066,P086,IN,100,2025-07-23
M010067,P031,OUT,11,2025-11-11
M010068,P088,IN,63,2025-03-27
M010069,P062,OUT,98,2025-04-24
M010070,P098,OUT,33,2025-03-11
M010071,P010,OUT,76,2025-12-11
M010072,P042,IN,23,2026-02-04
M010073,P019,IN,194,2025-11-05
M010074,P042,IN,103,2025-10-03
M010075,P078,OUT,51,2025-06-27
M010076,P008,OUT,182,2025-11-12
M010077,P064,IN,15,2025-03-14
M010078,P082,IN,71,2026-01-27
M010079,P034,IN,111,2025-06-26
M010080,P100,OUT,160,2025-06-04
M010081,P083,OUT,89,2025-06-23
M010082,P071,OUT,54,2026-01-11
M010083,P044,IN,106,2025-12-22
M010084,P070,OUT,5,2025-06-05
M010085,P047,IN,116,2025-12-30
M010086,P097,IN,70,2025-05-25
M010087,P061,IN,188,2025-05-01
M010088,P001,OUT,136,2026-02-27
M010089,P048,IN,68,2025-03-10
M010090,P091,IN,193,2025-08-05
M010091,P021,OUT,80,2025-11-09
M010092,P034,IN,2,2026-01-08
M010093,P008,IN,128,2025-04-22
M010094,P084,IN,118,2025-04-02
M010095,P029,IN,101,2025-08-02
M010096,P030,OUT,186,2025-04-26
M010097,P095,IN,10,2026-03-02
M010098,P056,IN,96,2025-04-18
M010099,P020,IN,51,2025-12-02
M010100,P085,OUT,182,2025-10-23
M010101,P030,OUT,153,2025-10-19
M010102,P071,IN,151,2025-05-27
M010103,P038,OUT,86,2025-08-07
M010104,P060,OUT,137,2026-01-21
M010105,P014,OUT,141,2026-02-20
M010106,P037,IN,50,2025-10-18
M010107,P041,OUT,27,2025-12-07
M010108,P079,IN,172,2026-01-10
M010109,P033,OUT,166,2025-08-04
M010110,P085,OUT,165,2025-04-16
M010111,P099,IN,188,2025-05-10
M010112,P055,IN,167,2025-10-08
M010113,P089,IN,30,2025-06-24
M010114,P028,IN,3,2025-05-10
M010115,P025,OUT,100,2025-05-04
M010116,P018,OUT,187,2025-07-06
M010117,P051,IN,45,2025-05-08
M010118,P080,OUT,65,2025-06-05
M010119,P078,IN,10,2025-10-30
M010120,P046,OUT,24,2025-06-04
M010121,P091,IN,51,2025-03-25
M010122,P061,IN,86,2025-09-02
M010123,P058,OUT,179,2026-02-20
M010124,P002,IN,144,2025-08-21
M010125,P027,OUT,73,2025-06-07
M010126,P086,OUT,131,2025-05-26
M010127,P073,OUT,55,2025-06-06
M010128,P089,IN,44,2025-05-15
M010129,P071,IN,24,2025-07-09
M010130,P024,IN,79,2025-08-23
M010131,P008,OUT,128,2025-10-27
M010132,P058,OUT,187,2025-11-27
M010133,P056,OUT,114,2025-12-27
M010134,P061,OUT,62,2026-02-17
M010135,P007,OUT,130,2025-07-29
M010136,P007,OUT,122,2025-04-11
M010137,P082,OUT,123,2026-01-27
M010138,P044,OUT,171,2025-09-20
M010139,P007,OUT,18,2025-05-04
M010140,P077,IN,92,2025-04-26
M010141,P052,OUT,20,2025-06-05
M010142,P054,IN,58,2025-11-21
M010143,P039,OUT,94,2025-06-22
M010144,P005,IN,57,2025-12-11
M010145,P083,OUT,160,2026-03-02
M010146,P025,OUT,188,2025-05-06
M010147,P047,OUT,96,2025-05-25
M010148,P059,IN,75,2025-04-12
M010149,P029,IN,30,2025-07-31
M010150,P019,OUT,50,2026-02-02
M010151,P041,IN,200,2025-10-18
M010152,P074,OUT,109,2026-02-16
M010153,P042,OUT,163,2025-05-29
M010154,P089,IN,78,2025-03-11
M010155,P029,IN,197,2025-09-30
M010156,P048,IN,103,2025-04-19
M010157,P049,IN,161,2025-03-10
M010158,P085,OUT,40,2026-01-20
M010159,P002,OUT,146,2025-07-08
M010160,P030,OUT,39,2026-02-11
M010161,P042,IN,88,2026-01-31
M010162,P077,OUT,90,2026-01-31
M010163,P069,IN,82,2025-05-25
M010164,P042,OUT,129,2025-07-31
M010165,P009,IN,39,2025-03-09
M010166,P009,OUT,5,2025-09-14
M010167,P100,IN,138,2025-11-28
M010168,P062,IN,93,2026-02-23
M010169,P089,OUT,22,2025-06-13
M010170,P056,IN,22,2025-07-16
M010171,P092,OUT,153,2025-03-11
M010172,P005,OUT,171,2025-10-14
M010173,P001,OUT,71,2025-03-11
M010174,P067,OUT,159,2025-10-11
M010175,P020,IN,53,2026-02-14
M010176,P042,OUT,164,2025-06-16
M010177,P069,IN,110,2025-07-08
M010178,P083,OUT,131,2025-12-13
M010179,P085,OUT,48,2025-08-14
M010180,P040,IN,161,2025-05-14
M010181,P068,IN,167,2025-10-30
M010182,P004,IN,196,2025-08-09
M010183,P086,IN,188,2025-12-15
M010184,P033,OUT,150,2025-11-26
M010185,P019,OUT,195,2025-11-20
M010186,P051,IN,82,2025-07-07
M010187,P054,OUT,185,2025-10-22
M010188,P009,IN,48,2025-12-16
M010189,P100,IN,32,2025-06-19
M010190,P039,OUT,172,2025-08-23
M010191,P058,OUT,117,2025-05-21
M010192,P008,IN,183,2026-02-01
M010193,P061,IN,175,2025-06-27
M010194,P050,IN,13,2025-05-14
M010195,P030,OUT,37,2025-12-06
M010196,P018,OUT,193,2025-07-02
M010197,P031,IN,128,2025-03-14
M010198,P081,OUT,113,2025-09-25
M010199,P049,IN,30,2025-11-07
M010200,P071,IN,163,2026-02-18
M010201,P085,OUT,127,2025-12-05
M010202,P054,IN,58,2025-03-16
M010203,P054,OUT,41,2025-07-03
M010204,P027,OUT,178,2026-03-07
M010205,P026,OUT,107,2025-04-05
M010206,P083,IN,164,2025-11-29
M010207,P009,IN,123,2025-08-16
M010208,P051,IN,1,2026-01-08
M010209,P060,IN,110,2026-01-11
M010210,P069,OUT,98,2025-12-03
M010211,P053,IN,110,2026-02-19
M010212,P019,OUT,121,2025-03-20
M010213,P026,IN,149,2025-05-11
M010214,P088,OUT,174,2026-02-20
M010215,P048,IN,35,2025-09-22
M010216,P043,OUT,32,2025-12-17
M010217,P061,IN,178,2025-07-09
M010218,P100,IN,152,2025-04-29
M010219,P003,IN,68,2025-10-20
M010220,P043,IN,23,2025-04-21
M010221,P032,OUT,183,2026-01-29
M010222,P067,OUT,173,2026-02-10
M010223,P031,OUT,1,2026-02-19
M010224,P002,IN,158,2025-10-12
M010225,P049,IN,100,2026-03-05
M010226,P041,OUT,13,2026-02-12
M010227,P070,OUT,116,2025-05-20
M010228,P035,IN,54,2026-01-05
M010229,P075,IN,52,2025-07-19
M010230,P025,IN,33,2025-08-07
M010231,P077,OUT,191,2025-06-21
M010232,P099,OUT,33,2025-11-21
M010233,P039,OUT,37,2026-03-08
M010234,P061,IN,4,2025-11-12
M010235,P005,OUT,65,2025-05-17
M010236,P079,OUT,155,2025-05-16
M010237,P100,OUT,109,2025-12-18
M010238,P055,IN,106,2025-07-19
M010239,P010,IN,173,2025-06-07
M010240,P090,OUT,44,2025-08-23
M010241,P089,IN,14,2025-08-18
M010242,P009,IN,100,2025-10-16
M010243,P052,OUT,52,2025-04-12
M010244,P034,OUT,3,2025-09-12
M010245,P008,IN,35,2026-02-15
M010246,P049,IN,196,2025-11-04
M010247,P074,OUT,4,2025-05-30
M010248,P066,OUT,51,2025-06-11
M010249,P012,OUT,43,2025-10-01
M010250,P047,IN,27,2025-10-23
M010251,P085,IN,73,2025-11-11
M010252,P095,OUT,112,2026-02-04
M010253,P063,IN,41,2025-06-18
M010254,P056,IN,158,2025-12-31
M010255,P003,OUT,174,2025-06-05
M010256,P079,IN,24,2025-08-08
M010257,P085,IN,116,2025-07-11
M010258,P032,OUT,19,2025-08-12
M010259,P066,IN,194,2025-12-16
M010260,P086,IN,49,2025-10-08
M010261,P053,OUT,184,2025-05-14
M010262,P013,IN,57,2025-08-01
M010263,P038,IN,60,2025-07-26
M010264,P096,IN,168,2026-01-27
M010265,P013,IN,75,2025-06-16
M010266,P023,OUT,10,2025-09-09
M010267,P014,IN,192,2025-04-15
M010268,P026,OUT,68,2026-02-18
M010269,P083,IN,91,2025-08-21
M010270,P086,OUT,162,2025-08-13
M010271,P070,OUT,183,2025-03-24
M010272,P019,OUT,145,2025-03-24
M010273,P090,OUT,153,2025-07-13
M010274,P047,OUT,101,2026-03-08
M010275,P080,OUT,195,2025-07-11
M010276,P076,OUT,186,2025-05-12
M010277,P072,OUT,44,2026-01-01
M010278,P029,IN,169,2025-05-28
M010279,P036,OUT,50,2025-03-23
M010280,P014,IN,29,2026-02-19
M010281,P043,IN,10,2025-03-25
M010282,P025,IN,28,2025-05-27
M010283,P056,OUT,159,2025-04-11
M010284,P014,IN,55,2025-04-09
M010285,P087,OUT,198,2025-09-02
M010286,P021,IN,176,2025-09-06
M010287,P067,IN,119,2025-06-02
M010288,P075,OUT,39,2025-06-28
M010289,P091,IN,169,2025-08-25
M010290,P022,IN,123,2025-06-04
M010291,P043,IN,84,2025-12-07
M010292,P092,IN,91,2026-01-20
M010293,P059,OUT,172,2025-12-13
M010294,P037,IN,188,2025-04-14
M010295,P034,OUT,183,2025-06-30
M010296,P095,OUT,156,2026-01-01
M010297,P024,OUT,121,2026-02-15
M010298,P058,IN,65,2025-06-30
M010299,P070,OUT,18,2025-07-10
M010300,P081,IN,90,2026-01-08
M010301,P081,IN,9,2025-07-14
M010302,P083,OUT,117,2025-08-22
M010303,P053,IN,95,2025-05-23
M010304,P028,OUT,61,2025-07-18
M010305,P023,OUT,47,2025-07-19
M010306,P021,OUT,95,2025-04-21
M010307,P019,OUT,5,2025-05-08
M010308,P093,OUT,116,2026-02-19
M010309,P027,OUT,198,2026-02-08
M010310,P039,OUT,26,2025-08-11
M010311,P090,OUT,138,2025-05-05
M010312,P060,IN,126,2025-08-14
M010313,P009,OUT,101,2025-03-24
M010314,P023,IN,32,2025-04-12
M010315,P001,IN,156,2025-07-26
M010316,P064,OUT,68,2026-01-12
M010317,P059,IN,63,2026-01-29
M010318,P054,IN,171,2025-10-09
M010319,P022,OUT,31,2025-10-30
M010320,P009,OUT,78,2025-09-17
M010321,P097,IN,155,2025-07-21
M010322,P023,IN,28,2026-02-08
M010323,P043,IN,111,2025-06-27
M010324,P069,OUT,56,2025-04-25
M010325,P074,OUT,96,2025-07-05
M010326,P093,OUT,197,2026-01-04
M010327,P086,OUT,7,2025-09-08
M010328,P021,IN,88,2025-03-11
M010329,P092,OUT,39,2025-10-28
M010330,P017,IN,45,2026-01-18
M010331,P054,IN,78,2025-12-02
M010332,P056,OUT,64,2025-10-17
M010333,P065,OUT,187,2025-06-17
M010334,P096,IN,84,2025-06-20
M010335,P002,IN,182,2025-11-01
M010336,P095,IN,166,2025-12-18
M010337,P071,IN,131,2026-02-10
M010338,P041,OUT,88,2026-02-15
M010339,P065,OUT,66,2025-10-03
M010340,P095,IN,14,2025-07-11
M010341,P063,OUT,12,2025-10-08
M010342,P031,OUT,110,2025-06-10
M010343,P009,OUT,135,2026-02-03
M010344,P057,OUT,150,2025-08-31
M010345,P015,OUT,2,2025-11-08
M010346,P034,OUT,51,2025-07-28
M010347,P016,IN,112,2025-11-11
M010348,P069,IN,184,2026-03-06
M010349,P084,OUT,178,2025-07-15
M010350,P031,IN,70,2025-05-02
M010351,P020,OUT,165,2025-07-23
M010352,P075,OUT,36,2025-10-22
M010353,P085,IN,23,2025-09-06
M010354,P088,IN,130,2026-02-22
M010355,P083,IN,31,2025-05-07
M010356,P044,IN,159,2026-02-17
M010357,P087,OUT,84,2025-04-23
M010358,P026,IN,32,2025-08-07
M010359,P072,IN,111,2026-01-13
M010360,P040,IN,29,2025-03-27
M010361,P093,OUT,91,2026-01-08
M010362,P037,OUT,160,2025-06-24
M010363,P077,IN,86,2026-02-03
M010364,P017,IN,106,2025-09-30
M010365,P009,OUT,97,2025-03-16
M010366,P090,OUT,30,2025-04-03
M010367,P099,IN,133,2025-09-27
M010368,P038,IN,122,2025-06-02
M010369,P056,IN,154,2025-12-10
M010370,P080,IN,71,2025-05-06
M010371,P048,OUT,20,2025-11-16
M010372,P075,IN,57,2025-09-11
M010373,P003,IN,2,2025-09-12
M010374,P017,OUT,128,2025-05-21
M010375,P100,OUT,195,2025-08-02
M010376,P045,OUT,140,2026-03-03
M010377,P070,IN,68,2026-02-01
M010378,P081,IN,66,2025-09-30
M010379,P058,OUT,89,2025-10-29
M010380,P099,IN,145,2025-09-10
M010381,P061,OUT,131,2025-08-11
M010382,P089,OUT,39,2026-02-26
M010383,P095,OUT,169,2026-01-12
M010384,P094,IN,165,2025-03-31
M010385,P055,IN,165,2025-12-13
M010386,P052,OUT,9,2025-08-18
M010387,P033,IN,115,2025-12-05
M010388,P038,OUT,26,2025-12-06
M010389,P047,OUT,112,2026-03-09
M010390,P085,OUT,171,2025-05-12
M010391,P056,OUT,50,2025-09-22
M010392,P019,OUT,179,2025-05-26
M010393,P062,OUT,40,2026-01-15
M010394,P035,IN,18,2025-12-29
M010395,P010,OUT,108,2025-10-19
M010396,P059,OUT,58,2025-03-24
M010397,P081,OUT,67,2025-06-09
M010398,P048,IN,47,2025-12-27
M010399,P026,OUT,191,2025-05-09
M010400,P016,OUT,74,2025-08-29
M010401,P078,IN,22,2025-10-23
M010402,P018,IN,87,2025-04-07
M010403,P007,IN,139,2025-08-31
M010404,P079,OUT,94,2025-03-11
M010405,P062,OUT,121,2025-10-04
M010406,P035,IN,196,2025-05-26
M010407,P073,IN,196,2025-07-30
M010408,P021,IN,3,2025-06-09
M010409,P028,OUT,199,2025-07-27
M010410,P031,IN,58,2026-03-04
M010411,P012,OUT,12,2025-06-18
M010412,P053,OUT,75,2025-10-30
M010413,P062,IN,143,2025-08-22
M010414,P059,IN,165,2025-08-17
M010415,P011,OUT,168,2025-08-20
M010416,P001,IN,14,2025-11-01
M010417,P077,OUT,111,2025-10-19
M010418,P020,OUT,134,2025-03-11
M010419,P081,OUT,143,2025-03-24
M010420,P065,IN,89,2025-12-06
M010421,P002,OUT,86,2026-01-01
M010422,P071,IN,74,2025-07-04
M010423,P024,IN,19,2025-11-29
M010424,P099,IN,4,2025-11-23
M010425,P017,OUT,198,2025-10-16
M010426,P005,OUT,94,2025-11-06
M010427,P077,OUT,138,2025-08-31
M010428,P003,OUT,162,2025-05-15
M010429,P055,OUT,102,2026-02-08
M010430,P028,OUT,85,2025-03-24
M010431,P051,IN,166,2025-05-14
M010432,P072,OUT,30,2025-10-08
M010433,P090,OUT,64,2025-12-23
M010434,P099,OUT,130,2025-06-02
M010435,P030,IN,75,2026-01-14
M010436,P023,OUT,150,2026-01-15
M010437,P018,IN,69,2025-12-02
M010438,P069,OUT,16,2025-08-15
M010439,P009,OUT,8,2026-01-17
M010440,P005,OUT,16,2025-05-29
M010441,P017,OUT,98,2025-11-20
M010442,P068,IN,28,2025-10-03
M010443,P073,IN,135,2025-04-28
M010444,P010,IN,33,2025-03-28
M010445,P095,IN,137,2025-04-29
M010446,P092,IN,55,2025-05-28
M010447,P040,IN,98,2025-06-21
M010448,P014,IN,64,2025-08-15
M010449,P009,IN,5,2025-05-25
M010450,P029,IN,194,2026-01-14
M010451,P041,OUT,149,2025-06-01
M010452,P042,IN,141,2026-02-24
M010453,P093,OUT,190,2025-06-29
M010454,P002,OUT,199,2025-10-15
M010455,P018,OUT,2,2025-05-23
M010456,P069,IN,48,2025-08-12
M010457,P084,OUT,37,2025-10-12
M010458,P076,IN,32,2025-12-15
M010459,P083,OUT,42,2025-04-05
M010460,P024,OUT,125,2025-03-13
M010461,P058,OUT,34,2025-10-10
M010462,P076,IN,130,2025-04-18
M010463,P031,IN,39,2025-07-17
M010464,P016,IN,184,2026-01-15
M010465,P032,OUT,85,2026-02-02
M010466,P022,OUT,113,2025-12-05
M010467,P032,OUT,14,2025-06-22
M010468,P003,IN,50,2026-02-08
M010469,P090,OUT,151,2025-05-05
M010470,P097,IN,186,2025-12-19
