return_id,order_id,product_id,return_date,reason
R01145,O07160,P019,2026-01-11,Customer Changed Mind
R01146,O04623,P032,2025-08-31,Defective
R01147,O04810,P039,2025-09-12,Damaged
R01148,O00602,P066,2025-07-07,Defective
R01149,O08646,P087,2026-02-10,Defective
R01150,O03499,P003,2026-03-07,Damaged
R01151,O06973,P033,2026-02-12,Damaged
R01152,O00679,P052,2025-08-26,Defective
R01153,O04036,P026,2026-01-02,Customer Changed Mind
R01154,O09839,P014,2026-02-28,Customer Changed Mind
R01155,O00065,P015,2025-09-05,Damaged
R01156,O07783,P052,2025-08-31,Defective
R01157,O01323,P073,2026-03-02,Defective
R01158,O01379,P066,2025-09-12,Customer Changed Mind
R01159,O05588,P092,2025-12-24,Wrong Item
R01160,O05136,P089,2026-03-08,Customer Changed Mind
R01161,O09110,P096,2025-04-06,Customer Changed Mind
R01162,O05236,P007,2025-09-01,Customer Changed Mind
R01163,O00055,P012,2026-03-08,Defective
R01164,O03867,P054,2025-10-01,Customer Changed Mind
R01165,O00693,P036,2025-09-07,Defective
R01166,O02529,P088,2025-10-07,Wrong Item
R01167,O04765,P012,2026-02-13,Defective
R01168,O04648,P069,2026-02-04,Customer Changed Mind
R01169,O08048,P001,2026-03-05,Customer Changed Mind
R01170,O03795,P099,2025-12-24,Damaged
R01171,O02320,P071,2026-03-04,Defective
R01172,O04274,P093,2025-12-10,Customer Changed Mind
R01173,O00866,P026,2025-10-26,Customer Changed Mind
R01174,O03351,P082,2025-08-09,Customer Changed Mind
R01175,O06817,P080,2026-01-29,Damaged
R01176,O06106,P040,2025-11-24,Wrong Item
R01177,O00612,P032,2025-11-21,Customer Changed Mind
R01178,O06158,P090,2025-12-02,Wrong Item
R01179,O09528,P075,2025-10-14,Wrong Item
R01180,O04428,P098,2025-08-09,Defective
R01181,O02861,P013,2026-01-10,Customer Changed Mind
R01182,O07985,P059,2026-01-18,Customer Changed Mind
R01183,O02148,P006,2026-01-22,Wrong Item
R01184,O07985,P059,2026-02-24,Customer Changed Mind
R01185,O01334,P047,2026-01-28,Wrong Item
R01186,O05224,P025,2026-02-20,Wrong Item
R01187,O01640,P017,2025-11-03,Wrong Item
R01188,O01272,P046,2025-04-10,Damaged
R01189,O00105,P042,2026-01-05,Customer Changed Mind
R01190,O03770,P057,2026-03-06,Wrong Item
R01191,O00536,P086,2026-02-13,Defective
R01192,O05530,P075,2025-11-16,Wrong Item
R01193,O08901,P028,2026-01-09,Damaged
R01194,O08588,P010,2025-06-24,Customer Changed Mind
R01195,O03797,P076,2025-09-04,Wrong Item
R01196,O03181,P024,2025-12-30,Damaged
R01197,O08459,P088,2026-02-16,Wrong Item
R01198,O01438,P079,2026-02-21,Damaged
R01199,O03583,P099,2026-01-13,Customer Changed Mind
R01200,O06639,P068,2026-01-09,Damaged
