order_id,customer_id,product_id,order_date,quantity
O04675,C0478,P064,2025-10-24,5
O04676,C0031,P005,2025-09-23,1
O04677,C1507,P015,2025-09-17,2
O04678,C1979,P027,2025-10-24,3
O04679,C0399,P088,2025-04-20,5
O04680,C0557,P022,2026-01-26,2
O04681,C0832,P041,2026-01-17,5
O04682,C1252,P056,2025-07-21,4
O04683,C1781,P080,2025-03-14,1
O04684,C1432,P012,2025-03-26,4
O04685,C0490,P056,2025-10-17,2
O04686,C1172,P030,2025-03-19,2
O04687,C1441,P046,2026-01-24,2
O04688,C0489,P057,2025-06-11,3
O04689,C1730,P096,2025-03-26,3
O04690,C0331,P092,2026-01-13,3
O04691,C0833,P062,2026-01-06,2
O04692,C0582,P005,2025-06-03,2
O04693,C0599,P096,2026-02-06,4
O04694,C0738,P071,2026-01-08,3
O04695,C1405,P036,2025-09-07,1
O04696,C0453,P040,2025-03-18,5
O04697,C0913,P086,2025-11-05,1
O04698,C1373,P040,2025-07-16,5
O04699,C1804,P028,2025-06-30,2
O04700,C1249,P092,2025-08-30,1
O04701,C1342,P035,2025-10-06,2
O04702,C1534,P027,2025-10-20,1
O04703,C0155,P008,2025-06-13,3
O04704,C1706,P095,2025-06-29,1
O04705,C1456,P085,2026-01-30,4
O04706,C0059,P081,2025-10-18,3
O04707,C0325,P078,2025-11-04,1
O04708,C1847,P100,2026-01-28,1
O04709,C1659,P070,2026-02-25,5
O04710,C1029,P066,2025-03-26,1
O04711,C1873,P094,2025-12-28,1
O04712,C0182,P038,2025-08-02,3
O04713,C0831,P098,2025-07-21,5
O04714,C1967,P015,2025-10-09,4
O04715,C0178,P055,2025-09-29,2
O04716,C1903,P030,2025-06-23,3
O04717,C1890,P099,2025-04-29,1
O04718,C0553,P056,2026-01-03,3
O04719,C0015,P088,2025-07-16,5
O04720,C0390,P081,2025-08-24,2
O04721,C0019,P069,2025-10-28,5
O04722,C0929,P087,2026-02-15,3
O04723,C1079,P056,2026-01-07,5
O04724,C0308,P021,2025-11-11,3
O04725,C0538,P054,2025-05-20,5
O04726,C0906,P068,2025-04-11,1
O04727,C1806,P087,2025-10-23,5
O04728,C1607,P017,2025-09-09,2
O04729,C1564,P041,2025-08-06,2
O04730,C1397,P037,2025-04-02,2
O04731,C0714,P030,2025-04-08,1
O04732,C0838,P002,2025-03-09,3
O04733,C1063,P085,2025-06-09,5
O04734,C1893,P096,2025-07-04,4
O04735,C1051,P008,2025-12-24,2
O04736,C0123,P036,2026-01-24,3
O04737,C1546,P073,2025-04-22,1
O04738,C0536,P080,2025-09-17,2
O04739,C0255,P073,2025-05-27,5
O04740,C0362,P037,2025-08-06,2
O04741,C0136,P062,2025-05-28,3
O04742,C1846,P087,2025-03-31,3
O04743,C0599,P097,2025-11-02,3
O04744,C0548,P061,2025-04-18,5
O04745,C0317,P050,2025-03-09,3
O04746,C1596,P041,2025-12-03,3
O04747,C1812,P036,2025-12-15,4
O04748,C1601,P001,2025-08-04,3
O04749,C1846,P063,2025-06-29,4
O04750,C0460,P060,2025-08-28,5
O04751,C0670,P028,2025-09-02,3
O04752,C0784,P055,2026-01-07,1
O04753,C1066,P096,2025-11-04,3
O04754,C1851,P053,2026-02-28,5
O04755,C1339,P036,2025-04-30,3
O04756,C1485,P079,2026-02-21,1
O04757,C1891,P068,2025-07-09,1
O04758,C1614,P095,2025-05-22,5
O04759,C0374,P063,2025-07-06,5
O04760,C0628,P022,2025-08-06,4
O04761,C0223,P015,2025-06-01,1
O04762,C0877,P100,2026-01-24,1
O04763,C1389,P053,2025-09-10,4
O04764,C0889,P082,2025-12-16,4
O04765,C0447,P012,2026-02-05,3
O04766,C1879,P071,2025-11-21,4
O04767,C1275,P072,2025-09-20,4
O04768,C0025,P051,2025-06-12,3
O04769,C1026,P095,2025-04-29,4
O04770,C0007,P016,2026-02-09,3
O04771,C1343,P043,2026-02-16,1
O04772,C0449,P058,2025-07-18,2
O04773,C0414,P047,2025-03-20,2
O04774,C1694,P077,2025-11-08,4
O04775,C0681,P016,2026-02-28,3
O04776,C0834,P099,2026-02-23,2
O04777,C1186,P083,2026-02-24,5
O04778,C0572,P041,2025-05-01,2
O04779,C0907,P074,2025-11-24,5
O04780,C1091,P049,2025-06-11,1
O04781,C1246,P046,2025-06-07,3
O04782,C0861,P048,2025-12-29,2
O04783,C0219,P016,2025-05-29,2
O04784,C1404,P030,2026-03-05,4
O04785,C1164,P030,2025-07-28,2
O04786,C1479,P064,2025-10-29,5
O04787,C1261,P028,2025-07-20,4
O04788,C0877,P035,2025-08-01,1
O04789,C1782,P061,2025-09-05,2
O04790,C0178,P033,2025-11-18,4
O04791,C0485,P006,2025-12-23,1
O04792,C0303,P082,2025-11-18,2
O04793,C1904,P075,2025-10-20,3
O04794,C0937,P014,2025-04-04,4
O04795,C1101,P035,2025-09-25,4
O04796,C0180,P003,2026-02-13,2
O04797,C1398,P070,2025-04-10,5
O04798,C1085,P021,2025-11-20,3
O04799,C1622,P093,2025-07-07,2
O04800,C0377,P093,2025-10-10,4
O04801,C1137,P068,2025-06-22,2
O04802,C0470,P036,2025-08-25,5
O04803,C1190,P072,2025-12-26,1
O04804,C0346,P067,2025-06-24,2
O04805,C0669,P094,2026-02-14,1
O04806,C1918,P047,2026-02-02,2
O04807,C0946,P012,2025-03-23,2
O04808,C1532,P043,2025-07-06,1
O04809,C0134,P012,2025-08-21,5
O04810,C0078,P039,2025-06-16,1
O04811,C1272,P049,2026-01-12,5
O04812,C1165,P070,2025-04-01,5
O04813,C1195,P054,2025-09-11,3
O04814,C1590,P055,2025-03-13,5
O04815,C0717,P054,2025-05-11,3
O04816,C0198,P059,2025-07-21,4
O04817,C1486,P081,2025-09-11,5
O04818,C0928,P033,2026-02-04,3
O04819,C1996,P077,2025-10-25,5
O04820,C0623,P079,2026-02-12,1
O04821,C1689,P032,2025-04-15,3
O04822,C1472,P031,2025-04-25,2
O04823,C0004,P031,2025-12-02,3
O04824,C0900,P098,2025-05-27,5
O04825,C1359,P033,2026-01-16,5
O04826,C1197,P015,2026-02-28,2
O04827,C1258,P100,2025-09-05,3
O04828,C1955,P047,2026-02-05,5
O04829,C1583,P064,2025-06-16,1
O04830,C0467,P087,2025-10-15,2
O04831,C0776,P003,2025-12-01,1
O04832,C0326,P071,2026-01-22,4
O04833,C1893,P009,2025-03-21,1
O04834,C0849,P088,2025-10-16,3
O04835,C0676,P013,2026-02-10,3
O04836,C0156,P030,2025-09-01,3
O04837,C0703,P019,2026-03-05,5
O04838,C0416,P066,2026-02-22,3
O04839,C0395,P042,2025-11-07,4
O04840,C1312,P071,2025-06-12,2
O04841,C0230,P083,2025-05-30,5
O04842,C0802,P083,2025-11-15,3
O04843,C0879,P054,2025-07-19,3
O04844,C0015,P059,2025-05-08,5
O04845,C0695,P046,2025-10-18,3
O04846,C0216,P047,2025-04-25,1
O04847,C1480,P023,2025-05-08,5
O04848,C0406,P092,2026-02-14,2
O04849,C0972,P028,2025-04-02,3
O04850,C1213,P068,2025-06-06,1
O04851,C1735,P085,2025-05-10,2
O04852,C1063,P094,2025-07-21,1
O04853,C1198,P020,2025-07-19,1
O04854,C0784,P100,2025-08-21,5
O04855,C0499,P093,2025-04-30,4
O04856,C0145,P050,2025-06-11,2
O04857,C0749,P081,2025-11-19,2
O04858,C0053,P036,2025-11-16,2
O04859,C0582,P037,2025-04-29,4
O04860,C1707,P085,2025-06-10,3
O04861,C1878,P018,2025-07-27,5
O04862,C1710,P022,2025-10-27,4
O04863,C0930,P060,2026-01-05,1
O04864,C1992,P079,2025-05-14,5
O04865,C0935,P019,2025-08-11,3
O04866,C0692,P017,2025-07-18,2
O04867,C0930,P024,2026-02-22,2
O04868,C0903,P007,2025-07-25,2
O04869,C0968,P008,2025-04-23,3
O04870,C1234,P002,2025-07-14,5
O04871,C1762,P083,2025-03-25,5
O04872,C0429,P016,2026-02-05,1
O04873,C1000,P049,2025-06-02,3
O04874,C1815,P064,2025-10-21,5
O04875,C0075,P032,2025-08-18,2
O04876,C1881,P019,2025-10-13,1
O04877,C1524,P006,2025-05-01,1
O04878,C0649,P013,2025-06-20,3
O04879,C0862,P017,2026-03-01,5
O04880,C1648,P089,2025-03-13,1
O04881,C0240,P008,2025-03-25,5
O04882,C1520,P098,2025-12-05,1
O04883,C0607,P031,2025-04-28,1
O04884,C1771,P066,2025-11-24,1
O04885,C1441,P066,2026-02-07,5
O04886,C0756,P078,2025-05-14,5
O04887,C1977,P056,2026-02-16,4
O04888,C1819,P082,2025-12-10,2
O04889,C0880,P014,2026-02-11,4
O04890,C1502,P042,2026-01-09,1
O04891,C1562,P037,2025-12-09,3
O04892,C1335,P063,2025-07-11,1
O04893,C0539,P023,2025-07-10,3
O04894,C1396,P058,2025-12-19,4
O04895,C0317,P078,2025-12-01,4
O04896,C0026,P015,2025-05-27,4
O04897,C1114,P019,2025-10-11,3
O04898,C1474,P064,2025-12-12,5
O04899,C0950,P039,2025-08-10,1
O04900,C0746,P017,2025-06-10,1
O04901,C1854,P048,2026-02-02,3
O04902,C1281,P090,2025-10-30,3
O04903,C0298,P078,2025-04-24,3
O04904,C0751,P069,2025-12-06,4
O04905,C0183,P044,2025-11-24,4
O04906,C0445,P089,2025-11-07,2
O04907,C1011,P074,2025-08-23,1
O04908,C0246,P001,2025-05-17,1
O04909,C0976,P020,2026-02-16,3
O04910,C0025,P020,2025-09-13,5
O04911,C0067,P070,2025-07-29,1
O04912,C1381,P064,2025-10-14,1
O04913,C1897,P048,2026-02-15,3
O04914,C1052,P062,2025-12-23,3
O04915,C1178,P018,2025-10-08,3
O04916,C0169,P049,2026-02-09,1
O04917,C0509,P046,2025-06-23,1
O04918,C1194,P067,2025-03-10,3
O04919,C1457,P066,2025-10-18,2
O04920,C0637,P018,2025-10-06,5
O04921,C1205,P097,2026-01-29,1
O04922,C1099,P054,2025-11-11,1
O04923,C0409,P019,2025-10-30,2
O04924,C1217,P064,2025-07-28,2
O04925,C1371,P005,2025-05-10,2
O04926,C0355,P061,2025-07-06,4
O04927,C0317,P034,2025-06-26,1
O04928,C0713,P038,2025-04-26,5
O04929,C0179,P029,2025-11-28,2
O04930,C0268,P048,2025-03-18,1
O04931,C0012,P010,2025-10-29,3
O04932,C1546,P057,2025-11-30,3
O04933,C1484,P055,2026-02-26,4
O04934,C1229,P063,2026-01-05,2
O04935,C1619,P051,2025-11-08,2
O04936,C1721,P016,2025-07-26,1
O04937,C1197,P090,2025-07-10,2
O04938,C0694,P083,2025-08-29,3
O04939,C1044,P013,2025-04-17,4
O04940,C0703,P007,2025-05-03,4
O04941,C1430,P011,2026-01-04,2
O04942,C0478,P016,2025-09-07,3
O04943,C1414,P093,2026-01-08,1
O04944,C0522,P057,2025-12-03,5
O04945,C0964,P012,2026-02-11,4
O04946,C0757,P033,2025-07-16,5
O04947,C1093,P068,2025-11-08,2
O04948,C1970,P076,2025-09-14,1
O04949,C1349,P094,2025-07-24,5
O04950,C0125,P042,2025-05-07,1
O04951,C0068,P025,2025-12-04,2
O04952,C0336,P045,2025-06-20,3
O04953,C1588,P066,2025-04-08,2
O04954,C1542,P042,2025-09-30,4
O04955,C0852,P045,2025-10-18,5
O04956,C1387,P076,2025-04-17,5
O04957,C0221,P062,2025-08-13,4
O04958,C1340,P064,2025-03-26,5
O04959,C0540,P047,2025-12-15,5
O04960,C1938,P097,2026-02-22,5
O04961,C1208,P031,2025-11-08,4
O04962,C1446,P083,2025-10-13,2
O04963,C1461,P031,2025-07-26,5
O04964,C1705,P003,2025-09-19,5
O04965,C0427,P085,2026-03-03,1
O04966,C0221,P019,2025-03-29,2
O04967,C1342,P091,2026-01-14,3
O04968,C1592,P036,2026-01-11,5
O04969,C0225,P081,2026-01-12,3
O04970,C0182,P038,2026-01-21,1
O04971,C0232,P007,2025-03-31,5
O04972,C0719,P015,2025-11-25,5
O04973,C0670,P037,2025-07-08,3
O04974,C1654,P038,2026-01-30,3
O04975,C1869,P076,2025-11-04,2
O04976,C0354,P017,2025-03-26,4
O04977,C1118,P016,2026-01-04,3
O04978,C1550,P039,2026-02-24,2
O04979,C1739,P019,2026-02-26,3
O04980,C1948,P059,2026-01-20,3
O04981,C1636,P048,2025-07-23,2
O04982,C0696,P023,2025-11-11,1
O04983,C1614,P085,2025-07-13,1
O04984,C0302,P016,2026-02-08,4
O04985,C1224,P023,2025-06-08,1
O04986,C0068,P014,2026-02-17,5
O04987,C1854,P011,2026-02-05,3
O04988,C0824,P087,2025-05-10,3
O04989,C1740,P067,2025-10-31,3
O04990,C0292,P043,2026-01-13,2
O04991,C0272,P071,2025-12-25,4
O04992,C1012,P027,2025-06-24,4
O04993,C1269,P041,2025-08-04,5
O04994,C1734,P022,2025-03-12,2
O04995,C0530,P041,2026-03-06,4
O04996,C1228,P091,2025-10-19,3
O04997,C0935,P041,2026-02-08,2
O04998,C0551,P030,2025-11-17,5
O04999,C0628,P002,2025-10-16,3
O05000,C0715,P052,2025-09-04,2
O05001,C1152,P033,2025-12-22,5
O05002,C0589,P026,2025-12-27,3
O05003,C0831,P079,2026-01-14,3
O05004,C0152,P070,2025-05-24,3
O05005,C0785,P008,2025-12-13,3
O05006,C0386,P100,2025-07-29,5
O05007,C0295,P038,2025-07-01,2
O05008,C1974,P078,2025-08-01,1
O05009,C0172,P068,2026-01-05,5
O05010,C0194,P003,2025-04-26,1
O05011,C0463,P067,2026-01-30,1
O05012,C1703,P057,2025-05-17,4
O05013,C1213,P043,2025-07-07,3
O05014,C0892,P024,2025-10-16,4
O05015,C0430,P080,2025-11-04,5
O05016,C1195,P007,2025-07-06,1
O05017,C0684,P044,2025-04-09,5
O05018,C1259,P042,2026-03-09,4
O05019,C1984,P024,2025-04-28,2
O05020,C0767,P012,2026-03-08,5
O05021,C1670,P031,2025-09-27,3
O05022,C1575,P055,2025-08-29,3
O05023,C0647,P028,2026-01-04,5
O05024,C0528,P092,2025-06-19,1
O05025,C0395,P054,2025-08-11,2
O05026,C0272,P088,2025-07-22,2
O05027,C0364,P051,2025-11-24,1
O05028,C0822,P091,2026-02-27,3
O05029,C0370,P081,2025-07-16,1
O05030,C1575,P035,2025-07-13,5
O05031,C1681,P088,2025-05-13,3
O05032,C1190,P035,2025-07-24,1
O05033,C0861,P080,2025-12-21,5
O05034,C1921,P076,2025-12-11,2
O05035,C1369,P007,2025-09-30,1
O05036,C1350,P097,2025-05-29,4
O05037,C0198,P094,2025-04-28,3
O05038,C1341,P002,2025-09-24,2
O05039,C1534,P073,2025-09-07,2
O05040,C1960,P001,2026-01-30,5
O05041,C1126,P037,2026-02-09,3
O05042,C0504,P046,2025-10-29,2
O05043,C1138,P008,2026-01-21,1
O05044,C0041,P078,2025-11-23,3
O05045,C0175,P076,2026-02-20,3
O05046,C1396,P063,2025-05-13,3
O05047,C0822,P048,2025-07-06,5
O05048,C0475,P092,2025-10-05,3
O05049,C1241,P063,2025-04-24,1
O05050,C0244,P079,2025-08-01,2
O05051,C0220,P045,2026-01-08,1
O05052,C0580,P046,2025-11-18,3
O05053,C0615,P063,2025-12-20,3
O05054,C0541,P087,2025-11-07,1
O05055,C1559,P019,2025-07-27,4
O05056,C1805,P100,2026-01-26,1
O05057,C0632,P048,2025-09-01,4
O05058,C1852,P031,2025-08-18,1
O05059,C1851,P031,2025-05-14,2
O05060,C0632,P053,2026-03-09,4
O05061,C1093,P024,2025-05-26,5
O05062,C0982,P011,2025-11-08,3
O05063,C1121,P085,2025-10-30,1
O05064,C0390,P049,2026-01-06,1
O05065,C0578,P013,2025-04-04,1
O05066,C1306,P097,2025-10-21,3
O05067,C0563,P029,2025-05-09,1
O05068,C0356,P062,2025-11-16,2
O05069,C1168,P080,2025-07-24,3
O05070,C0823,P009,2026-01-28,2
O05071,C0513,P045,2025-08-11,5
O05072,C1833,P025,2025-04-29,3
O05073,C0855,P017,2026-01-15,3
O05074,C1697,P017,2026-01-08,5
O05075,C1406,P023,2026-01-19,1
O05076,C0372,P036,2025-11-01,5
O05077,C1983,P055,2025-11-06,3
O05078,C0564,P067,2025-04-23,5
O05079,C0294,P037,2025-10-25,5
O05080,C1774,P072,2025-09-02,3
O05081,C0205,P043,2025-09-15,4
O05082,C0148,P095,2026-02-11,2
O05083,C0823,P031,2025-12-29,3
O05084,C1584,P063,2025-04-28,4
O05085,C1522,P062,2026-03-08,1
O05086,C1152,P033,2025-05-28,4
O05087,C0230,P007,2026-01-13,5
O05088,C1724,P082,2025-07-03,3
O05089,C0520,P078,2025-09-01,5
O05090,C1824,P086,2025-07-16,4
O05091,C0838,P099,2025-11-08,5
O05092,C0872,P077,2025-04-03,2
O05093,C1595,P061,2025-10-07,3
O05094,C1950,P021,2025-06-06,3
O05095,C0189,P022,2025-10-13,3
O05096,C0073,P032,2025-11-20,5
O05097,C1770,P052,2025-09-06,5
O05098,C0852,P017,2025-12-21,3
O05099,C0575,P009,2025-04-10,2
O05100,C0318,P005,2026-02-03,4
O05101,C1079,P032,2025-11-08,3
O05102,C0812,P027,2025-12-12,5
O05103,C1769,P089,2025-05-20,3
O05104,C0971,P004,2025-04-16,3
O05105,C1140,P075,2025-11-26,5
O05106,C0834,P046,2025-09-06,1
O05107,C1374,P088,2026-01-26,3
O05108,C0709,P031,2025-12-01,5
O05109,C0175,P063,2025-05-25,1
O05110,C1446,P053,2025-05-09,4
O05111,C0342,P034,2025-04-04,4
O05112,C1819,P016,2025-06-30,2
O05113,C1945,P030,2026-01-22,4
O05114,C0715,P009,2025-12-05,1
O05115,C0235,P073,2025-11-22,1
O05116,C0568,P023,2025-10-26,5
O05117,C1090,P064,2026-02-09,2
O05118,C1998,P095,2025-05-13,3
O05119,C1512,P035,2025-04-26,3
O05120,C1691,P011,2025-04-02,1
O05121,C0701,P073,2025-06-07,2
O05122,C1231,P052,2026-02-07,1
O05123,C1725,P035,2025-09-02,5
O05124,C1952,P077,2025-04-13,3
O05125,C1403,P089,2025-11-15,3
O05126,C1617,P010,2025-08-20,2
O05127,C0904,P015,2025-12-23,1
O05128,C0841,P014,2025-03-30,4
O05129,C1400,P043,2025-04-30,2
O05130,C1952,P029,2025-10-16,4
O05131,C0360,P007,2025-09-26,1
O05132,C1444,P060,2026-01-05,2
O05133,C1571,P007,2025-07-28,3
O05134,C0606,P020,2026-01-23,5
O05135,C1267,P024,2025-07-01,4
O05136,C1061,P089,2025-06-24,4
O05137,C0736,P067,2025-12-19,5
O05138,C0802,P100,2025-12-28,5
O05139,C1498,P050,2025-03-26,3
O05140,C0368,P046,2025-06-23,5
O05141,C0743,P081,2025-06-21,4
O05142,C0847,P017,2025-10-18,4
O05143,C0945,P063,2026-01-10,5
O05144,C1264,P035,2025-10-03,4
O05145,C1849,P008,2025-09-24,2
O05146,C1963,P008,2025-09-27,4
O05147,C0724,P001,2025-09-08,1
O05148,C1450,P058,2025-07-27,4
O05149,C0260,P061,2025-12-06,2
O05150,C1941,P074,2025-09-18,3
O05151,C1278,P091,2025-04-17,4
O05152,C0599,P043,2025-06-01,3
O05153,C0176,P009,2025-05-31,5
O05154,C1641,P007,2025-06-05,5
O05155,C1131,P019,2025-03-23,4
O05156,C1830,P037,2026-02-28,3
O05157,C0677,P064,2025-12-05,4
O05158,C0213,P084,2025-04-09,4
O05159,C0055,P037,2025-08-17,3
O05160,C0226,P053,2025-08-20,2
O05161,C0691,P008,2025-09-26,1
O05162,C0157,P042,2025-08-19,5
O05163,C0900,P040,2026-01-02,4
O05164,C1355,P025,2026-02-03,5
O05165,C1989,P060,2026-02-18,4
O05166,C1116,P045,2025-08-24,4
O05167,C1787,P030,2026-01-11,4
O05168,C1056,P019,2025-12-04,5
O05169,C1665,P068,2025-06-04,4
O05170,C0154,P050,2025-10-22,3
O05171,C1029,P010,2026-01-14,3
O05172,C1514,P053,2026-01-02,1
O05173,C1822,P068,2025-04-12,1
O05174,C0194,P011,2025-11-27,3
O05175,C0342,P071,2026-02-25,1
O05176,C1813,P011,2025-09-19,1
O05177,C0708,P008,2025-10-14,5
O05178,C1203,P067,2025-06-25,3
O05179,C0773,P081,2026-02-07,1
O05180,C0290,P081,2025-06-12,4
O05181,C0518,P047,2026-01-12,5
O05182,C1039,P012,2026-01-02,2
O05183,C0065,P088,2025-11-19,2
O05184,C0193,P023,2025-12-31,2
O05185,C1555,P053,2026-02-21,4
O05186,C0934,P065,2025-11-14,1
O05187,C1079,P048,2025-10-17,2
O05188,C1751,P036,2025-04-26,1
O05189,C1147,P095,2025-09-22,2
O05190,C0648,P023,2025-11-11,3
O05191,C1813,P063,2025-10-12,5
O05192,C1428,P065,2025-08-03,3
O05193,C0354,P048,2025-04-22,1
O05194,C1395,P031,2026-02-16,4
O05195,C0118,P036,2026-02-18,1
O05196,C1362,P090,2025-03-16,1
O05197,C0723,P070,2025-06-16,5
O05198,C1616,P079,2026-02-21,5
O05199,C1774,P068,2025-07-26,2
O05200,C0080,P084,2025-07-16,1
O05201,C1080,P061,2025-04-25,5
O05202,C1863,P032,2026-01-16,4
O05203,C0844,P016,2025-04-24,5
O05204,C1682,P017,2025-10-08,2
O05205,C1130,P079,2025-06-01,2
O05206,C1013,P094,2026-02-26,1
O05207,C1587,P002,2025-04-08,4
O05208,C1605,P060,2026-01-02,1
O05209,C0975,P055,2025-09-27,4
O05210,C0561,P010,2025-10-07,3
O05211,C1750,P043,2025-03-21,4
O05212,C1186,P063,2025-05-30,4
O05213,C1647,P035,2025-04-17,2
O05214,C1673,P051,2025-08-04,1
O05215,C1759,P017,2026-01-23,1
O05216,C1200,P043,2025-08-11,3
O05217,C1289,P017,2025-08-20,1
O05218,C0949,P051,2025-04-21,3
O05219,C0575,P022,2025-11-17,5
O05220,C1398,P056,2025-07-01,2
O05221,C1359,P036,2025-03-21,3
O05222,C1996,P035,2025-05-13,5
O05223,C0559,P079,2025-08-09,3
O05224,C0453,P025,2025-12-20,4
O05225,C0874,P032,2025-09-18,3
O05226,C0346,P040,2025-04-24,5
O05227,C0595,P069,2025-11-26,3
O05228,C0380,P064,2025-04-29,3
O05229,C0693,P061,2025-08-22,5
O05230,C1975,P015,2025-06-09,4
O05231,C1359,P083,2025-09-30,1
O05232,C1446,P026,2025-07-25,2
O05233,C1277,P092,2025-11-21,2
O05234,C0243,P056,2025-12-08,5
O05235,C0348,P086,2025-03-29,5
O05236,C1802,P007,2025-05-10,2
O05237,C0292,P055,2025-05-27,1
O05238,C0519,P089,2025-05-27,3
O05239,C1018,P012,2026-02-03,2
O05240,C1009,P047,2025-08-18,1
O05241,C0027,P005,2025-06-04,5
O05242,C0991,P012,2026-02-26,3
O05243,C0863,P076,2026-01-16,2
O05244,C0659,P028,2025-03-23,2
O05245,C0967,P028,2025-05-08,1
O05246,C1361,P070,2026-01-28,2
O05247,C0199,P047,2026-02-18,3
O05248,C0044,P038,2025-09-17,1
O05249,C1934,P097,2025-03-26,4
O05250,C1510,P049,2025-11-27,5
O05251,C1464,P030,2026-01-09,3
O05252,C0339,P033,2025-08-19,4
O05253,C0840,P011,2025-04-21,2
O05254,C1576,P065,2026-02-02,1
O05255,C0860,P067,2025-08-19,5
O05256,C0864,P070,2025-06-07,4
O05257,C0655,P066,2025-08-02,1
O05258,C1031,P049,2025-03-15,3
O05259,C0607,P095,2026-01-19,1
O05260,C1393,P064,2025-07-04,1
O05261,C0576,P082,2026-01-03,1
O05262,C0026,P070,2026-02-02,1
O05263,C1000,P054,2025-10-16,3
O05264,C0070,P042,2025-10-30,1
O05265,C0457,P008,2025-04-23,4
O05266,C1843,P005,2025-12-13,5
O05267,C1325,P066,2025-07-29,4
O05268,C0825,P026,2025-04-21,4
O05269,C0170,P044,2025-06-28,1
O05270,C1365,P019,2025-08-19,1
O05271,C0191,P027,2025-04-27,4
O05272,C0493,P021,2025-06-08,5
O05273,C0684,P065,2025-04-19,3
O05274,C1636,P086,2026-01-09,1
O05275,C0514,P055,2026-02-12,5
O05276,C1565,P074,2025-03-29,4
O05277,C0215,P060,2026-03-08,4
O05278,C1007,P092,2025-06-22,3
O05279,C0824,P024,2025-11-28,2
O05280,C0667,P070,2025-09-14,2
O05281,C0396,P022,2026-03-02,3
O05282,C1077,P063,2025-10-20,1
O05283,C1809,P063,2025-09-09,4
O05284,C0747,P092,2025-05-10,3
O05285,C1241,P041,2025-04-23,3
O05286,C1364,P064,2025-09-02,3
O05287,C1993,P027,2025-07-22,1
O05288,C0766,P013,2025-09-24,5
O05289,C0011,P082,2025-06-16,5
O05290,C1995,P081,2026-01-31,2
O05291,C0486,P056,2025-06-19,5
O05292,C1035,P045,2025-04-22,3
O05293,C0598,P029,2025-11-07,4
O05294,C0755,P016,2026-01-21,3
O05295,C1264,P032,2025-11-15,3
O05296,C0549,P053,2026-01-04,3
O05297,C1357,P076,2025-05-05,5
O05298,C0191,P049,2025-09-03,3
O05299,C0116,P025,2025-09-20,4
O05300,C0838,P044,2025-06-06,5
O05301,C0895,P025,2025-03-16,1
O05302,C0269,P081,2025-11-02,3
O05303,C0333,P002,2025-08-19,5
O05304,C1092,P048,2026-02-06,5
O05305,C0083,P095,2025-09-07,2
O05306,C0649,P041,2025-10-21,5
O05307,C0149,P096,2025-08-14,4
O05308,C0421,P050,2026-01-22,1
O05309,C0724,P097,2025-04-15,5
O05310,C1310,P022,2026-02-02,2
O05311,C1080,P039,2025-10-30,3
O05312,C0969,P074,2025-10-17,5
O05313,C1024,P006,2025-11-14,3
O05314,C1097,P024,2025-08-22,2
O05315,C1775,P091,2025-11-12,4
O05316,C1721,P031,2025-07-02,2
O05317,C1320,P052,2025-10-21,1
O05318,C1968,P005,2025-04-09,4
O05319,C0153,P019,2025-08-03,5
O05320,C0091,P049,2026-02-05,2
O05321,C1849,P045,2025-09-03,1
O05322,C0041,P093,2025-05-18,3
O05323,C1527,P061,2025-03-12,5
O05324,C1357,P015,2025-07-11,5
O05325,C1854,P075,2025-08-30,5
O05326,C0869,P100,2025-08-08,4
O05327,C1176,P017,2025-06-12,1
O05328,C1359,P004,2025-12-03,2
O05329,C1671,P096,2025-10-16,1
O05330,C0096,P026,2025-08-24,3
O05331,C0539,P036,2025-05-14,3
O05332,C1212,P099,2025-10-23,5
O05333,C1488,P024,2026-01-25,1
O05334,C1432,P100,2025-06-22,3
O05335,C1210,P060,2025-03-12,3
O05336,C0153,P057,2026-01-06,3
O05337,C1588,P073,2025-07-25,4
O05338,C1313,P016,2025-12-19,2
O05339,C1811,P087,2025-08-04,4
O05340,C1921,P001,2025-08-30,2
O05341,C0964,P009,2026-02-12,5
O05342,C0143,P012,2025-09-25,1
O05343,C0045,P074,2025-03-18,4
O05344,C0192,P041,2025-04-13,3
O05345,C0404,P002,2025-08-16,4
O05346,C0416,P082,2025-07-25,5
O05347,C1822,P015,2025-12-06,4
O05348,C1120,P068,2025-09-20,3
O05349,C1918,P024,2025-11-14,5
O05350,C0760,P034,2025-06-27,2
O05351,C1245,P016,2025-08-17,1
O05352,C0354,P075,2025-12-02,1
O05353,C0364,P092,2026-03-06,1
O05354,C1450,P073,2025-05-10,2
O05355,C1563,P051,2025-10-15,5
O05356,C0958,P030,2025-12-31,3
O05357,C0568,P047,2026-03-07,5
O05358,C1868,P090,2026-03-06,5
O05359,C1505,P014,2026-01-01,2
O05360,C1167,P086,2025-09-09,5
O05361,C1267,P089,2025-12-13,4
O05362,C1978,P079,2026-01-20,2
O05363,C0837,P004,2025-12-20,2
O05364,C0272,P012,2025-11-21,5
O05365,C1385,P091,2025-06-29,4
O05366,C1484,P017,2026-02-07,4
O05367,C1612,P044,2025-06-13,3
O05368,C1721,P058,2026-01-31,2
O05369,C0768,P037,2025-12-07,3
O05370,C1627,P007,2025-07-01,5
O05371,C1397,P047,2025-09-01,1
O05372,C1927,P003,2025-09-05,1
